日付,プレーヤー,分類,タイトル,出典,要約,本文,リンク
2026-06-24,国内調査,その他,山形県内企業の32.6%が生成AIを活用 — 大企業中心に普及、中小との格差が拡大,日テレNEWS NNN,山形県内企業の32.6%が生成AIを業務活用、規模で格差拡大,生成AIを業務活用する山形県内企業は32.6%。大企業中心に普及が進む一方、中小との活用格差が拡大。全国平均と同水準だが規模による二極化が地域経済の課題に。,https://tver.jp/episodes/epaxzeydbm
2026-06-24,メディア／Condé Nast,その他,コンデナストCEO、検索流入と「決別宣言」 — AI時代は「生身の熱量」が価値に,日経クロストレンド,コンデナストCEOが検索流入依存と決別、生身の熱量に価値と表明,出版大手コンデナストのCEOが検索流入の増減に一喜一憂する運営と決別すると表明。生成AIが情報流通の前提を覆す中、アルゴリズム依存でなく人の体験・生身の熱量に価値があると方針転換。,https://xtrend.nikkei.com/atcl/contents/18/01388/00002/
2026-06-25,Google / Anthropic / OpenAI,その他,"Googleの研究者流出が拡大、Alphabet時価総額から約2,700億ドル消失",Crypto Briefing,"Googleから主要AI研究者の離脱が相次ぎAlphabet時価総額が約2,700億ドル減少",John JumperがAnthropic、Noam ShazeerがOpenAIへ移籍に続き、Jonas Adler・Alexander PritzelもAnthropicへ移ると報道。連鎖的頭脳流出でAlphabet時価総額が約2700億ドル目減り。フロンティア開発が個人研究者に依存する構造が露呈。,https://cryptobriefing.com/google-ai-researchers-anthropic-talent-exodus/
2026-06-25,国内調査,その他,日本企業「AIは期待を超えた」9% — 6カ国調査で最低水準,共同通信,生成AIが期待を超えたと答えた日本企業は9%で6カ国最低,6カ国企業調査で生成AIの効果が期待を超えたと答えた日本企業はわずか9%、6カ国で最低。導入はしたが使いこなせていない投資対効果の壁が国際比較で際立つ。,https://topics.smt.docomo.ne.jp/article/kyodo_nor/life/kyodo_nor-2026062501000121
2026-06-25,国内調査,その他,大企業のAI研修「勉強したのに仕事で使えない」問題が続出,DX Magazine,大企業のAI研修で学びが実務に結びつかない課題が続出,生成AI研修の導入が急増する一方、研修担当者の多くが成果・定着に課題。動画を見ただけで終わり知識が実務に結びつかない例が続出し、受講と活用の間に大きな溝。,https://dxmagazine.jp/news/trytoda2626-27/
2026-06-25,PFN,リリース,Preferred Networks、国産AI「PLaMo 3.0 Prime」提供開始 — 長文処理とエージェント活用を強化,Plus Web3,PFNが国産フラッグシップ「PLaMo 3.0 Prime」を提供開始,Preferred Networksが国産生成AI基盤の最新フラッグシップPLaMo 3.0 Primeを提供開始。長文処理とAIエージェント活用を強化し、データを国内に置きたい企業向けの国産選択肢に。,https://plus-web3.com/media/latestnews_1000_9570/
2026-06-25,Google,リリース,Google、フロンティアモデル「Gemini 3.5 Pro」の一般提供を7月へ延期,Business Insider,GoogleがGemini 3.5 Proの一般提供を7月へ延期した,Googleが次期主力Gemini 3.5 Proの一般提供を7月へ延期。猶予期間で品質とエージェント機能を改善するとする。人材流出と重なり厳しい局面が続く。,https://www.businessinsider.com/google-3-5-pro-july-release-tokens-ai-agents-model-2026-6
2026-06-26,OpenAI,リリース,OpenAI、Broadcomと初の自社設計AIチップ「Jalapeño」を発表,TechCrunch,OpenAIとBroadcomがLLM推論特化の初の自社設計ASIC「Jalapeño」を発表,OpenAIとBroadcomが、LLM推論に特化した初のカスタムASIC「Jalapeño」を発表した。設計からテープアウトまで9カ月という短期間で完成させ、エンジニアリングサンプルはGPT-5.3-Codex-Sparkなどの実ワークロードを稼働、電力効率は既存最先端チップを大幅に上回る。2026年末の初期導入とMicrosoftらとのギガワット級データセンター展開を目指す。AI計算基盤がNvidia一辺倒から多様化する流れが加速し、日本企業のクラウド・AIインフラ選定でもコスト構造の変化を注視する必要がある。,https://techcrunch.com/2026/06/24/openai-unveils-its-first-custom-chip-built-by-broadcom/
2026-06-26,OpenAI / Microsoft,規制,米地方紙約400社、OpenAIとMicrosoftを著作権侵害で一斉提訴,PYMNTS,米地方紙約400社がOpenAIとMicrosoftを著作権侵害で連邦地裁に提訴,"米ニューヨーク州南部地区連邦地裁に、約400の地方・地域新聞社の連合がOpenAIとMicrosoftを著作権侵害で提訴した（事件名Richner Commc'ns, Inc. v. Microsoft Corp.、案件番号1:26-cv-05320）。原告側はChatGPTやCopilotの学習に記事を無断使用されたと主張し、損害賠償と差し止めを求めている。元ニュージャージー州司法長官Matthew J. Platkin氏が原告側代理人を務める。学習データの著作権リスクが司法判断で確定すれば、日本のメディア・出版各社もAI企業への利用許諾・対価交渉の主導権を強める好機となる。",https://www.pymnts.com/legal/2026/400-newspapers-sue-microsoft-and-openai-alleging-content-theft-for-ai/
2026-06-26,Anthropic,リリース,Anthropic、SlackにAIエージェント「Claude Tag」を投入 — 社内コードの65%を既に処理,TechCrunch,AnthropicがSlack向けAIエージェント「Claude Tag」をベータ公開、社内コードの65%を処理,AnthropicはSlack上で「@Claude」とタグ付けして指示できるAIエージェント「Claude Tag」をベータ公開した。チャンネル内で全員が同じClaudeとやり取りする「マルチプレイヤー」設計で、進行中の作業を誰でも引き継げる。Anthropic社内では既にプロダクトチームのコード変更の65%をClaude Tagが承認・取り込んでおり、Claude Enterprise/Teamユーザー向けに展開を広げる計画。日本企業のSlack運用にAIエージェントを統合する流れが具体化し、社内ナレッジの自動化・属人化解消の実例として参考になる。,https://techcrunch.com/2026/06/23/anthropics-claude-tag-is-learning-your-company-one-slack-message-at-a-time/
2026-06-26,Anthropic,資金調達,ベンチャー大手Menlo Ventures、Anthropic賭けで過去最大3000億円規模のファンドを組成,TechCrunch,Menlo VenturesがAnthropic投資の成功を背景に同社史上最大30億ドルの新ファンドを発表,創業50年のVC、Menlo Venturesが新規ファンド合計30億ドルを発表、同社史上最大の調達となった。2024年にAnthropicのシリーズDに7.5億ドルを主導投資した賭けが奏功し、追加投資を含む同社のAnthropic株は現在約140億ドル相当に膨らんだとされる。Anthropicの企業価値は9000億ドル超に達し、2026年中のIPO申請も進めており、目標評価額は1兆ドル超とみられる。AnthropicのIPOが実現すれば調達環境・株価指標が一変し、日本のAI関連投資・提携検討の参考指標になる。,https://techcrunch.com/2026/06/23/after-betting-the-firm-on-anthropic-menlo-ventures-raises-victorious-3b-fund/
2026-06-26,Meta,リリース,Meta、自社設計の新型AIグラス「Meta Glasses」を発表 — 26スタイル・299ドルから,CNN,Metaが初めて自社設計したAIグラス「Meta Glasses」を26スタイル・299ドルから発表,Metaは外部パートナー任せだった設計を初めて自社で手掛けた新型AIグラス「Meta Glasses」を発表した。EssilorLuxotticaとの生産提携は維持しつつ、AdventurerやFuryなど3フレーム・26スタイルを展開し、価格は299ドルから（Kylie Jennerデザインモデルは399ドル）。新AI基盤「Muse Spark」を搭載し、バッテリーは本体8時間以上・充電ケース併用で最大40時間延長。AIウェアラブルの価格・機能競争が本格化し、日本でも法人向けハンズフリー業務端末としての採用余地が広がる。,https://edition.cnn.com/2026/06/23/tech/meta-glasses-price
2026-06-27,2026-06-25 09:00,Anthropic,規制,Anthropic、AlibabaによるClaude「蒸留攻撃」を米上院に告発,Tom's Hardware,Anthropicが上院にAlibabaの大規模蒸留攻撃を告発,"Anthropicは上院銀行委員会宛ての書簡（6月10日付、宛先はティム・スコット議員・エリザベス・ウォーレン議員）で、Alibaba系AIラボが約2万5000の不正アカウントを用い、4月22日〜6月5日に2880万回Claudeへ問い合わせ、自社モデル「Qwen」をAnthropicの「Mythos Preview」に近づけようとしたと告発した。Anthropicは「過去最大の蒸留攻撃」と表現し、議会にAI輸出管理強化を要請している。米中間のAIモデル知財争いが法制化に向かえば、日本企業もAPI利用規約・アクセス制限の厳格化に備える必要がある。",https://www.tomshardware.com/tech-industry/artificial-intelligence/anthropic-claims-that-chinas-alibaba-illicitly-distilled-its-models-from-april-to-june-2026-says-effort-involved-25-000-fake-accounts-and-28-8-million-exchanges-on-claude
2026-06-27,2026-06-25 12:00,Google,その他,Google DeepMind、6日間で5人の幹部研究者が離脱,247wallst.com,主要研究者5人が6日間でGoogleを離脱しGemini3.5も延期,"Gemini共同リード兼「Attention Is All You Need」共著者のNoam Shazeer氏がOpenAIへ、AlphaFold開発者でノーベル化学賞受賞者のJohn Jumper氏がAnthropicへ移籍したのに続き、Jonas Adler氏・Alexander Pritzel氏・Conmy氏もAnthropicへの移籍が報じられ、わずか6日間で主要研究者5人がGoogleを去った。Googleは同時期にGemini 3.5 Proの一般提供を6月から7月に延期しており、Alphabet株は週内で約6%超下落した。大手AIラボ間の人材争奪が激化する中、日本企業もAI人材の引き留め策・報酬制度の見直しを迫られる可能性がある。",https://247wallst.com/investing/2026/06/25/5-top-google-ai-brains-bolted-in-7-days-as-gemini-falls-behind-and-alphabet-stock-is-feeling-it/
2026-06-27,2026-06-26 18:00,xAI,規制,xAI、GrokのCSAM対策に技術的解決策なしと社内で認める,Tech Times,xAI社内がGrokのCSAM生成を防ぐ技術的手段なしと認める,"The Informationの調査報道によると、xAIのエンジニアは、Grokのアダルト画像生成機能を維持したまま児童性的虐待コンテンツ(CSAM)生成を確実に防ぐ技術的手段が存在しないと社内で認めている。Grokは2026年第1四半期に月間100億枚の画像と20億本の動画を生成し、トラフィックの半数以上がポルノ・性的ロールプレイ目的とされる。xAIは訴訟対応費として5.3億ドルを確保しているが、5月19日施行のTake It Down法はFTCに削除義務違反1枚あたり5万3088ドルの罰金権限を与えており、現行の処理規模では到底吸収できない法的リスクを抱えている。生成AIの安全対策不備が法的制裁に直結する事例として、日本でも生成AIサービスのコンテンツモデレーション体制と未成年保護策の点検が急務になる。",https://www.techtimes.com/articles/319142/20260626/grok-adult-content-tops-10-billion-images-monthly-xai-engineers-admit-csam-has-no-fix.htm
2026-06-27,2026-06-26 08:00,OpenAI,資金調達,OpenAI、IPOを2027年まで延期する方向,CNBC,OpenAIがIPOを2027年まで延期する方向と報道,"New York Timesは6月25日（木）、OpenAIが新規株式公開（IPO）を2027年まで延期する方向に傾いていると報じた。経営陣は「今年早期に低い評価額で上場」と「来年まで待って目標評価額を狙う」の二択を検討しているとされ、Sam Altman CEOは1兆ドル未満の評価額は「論外」と社内で発言したという。SpaceXのIPO後の株価変動も投資家心理を冷やしているとされ、報道直後には主要ハイテク株（ダウ・S&P500・ナスダック）が下落した。AI企業の上場スケジュールが市場全体のセンチメントを左右する状況で、日本の機関投資家もAI関連ポートフォリオのタイミングリスクを再評価する必要がある。",https://www.cnbc.com/2026/06/26/openai-ipo-timeline-delayed-kalshi-predictions.html
2026-06-27,2026-06-26 09:00,OpenAI,規制,米政府、安全保障上の懸念からOpenAIにGPT-5.6の段階的リリースを要請,CNBC,米政府がOpenAIにGPT-5.6の段階的リリースを要請したと報道,"ワシントンはセキュリティ上の懸念を理由に、OpenAIへ新モデルのリリースを段階的に行うよう要請したと報じられた。これを受けOpenAIのSam Altman氏は社員に対し、次期モデル「GPT-5.6」を一般公開ではなく一部パートナー限定のプレビューとして先行提供する方針を伝えたとされる。Polymarketの予測市場では6月22〜28日のリリース確率が一時83%まで上昇したが、その後ウィンドウが閉じるにつれ18%程度まで急落し、7月リリースが優勢な見方になっている。フロンティアモデルへの政府介入が常態化すれば、日本企業のAI導入計画も米規制動向を踏まえたリリーススケジュールの不確実性を前提に進める必要がある。",https://www.cnbc.com/2026/06/26/openai-ipo-timeline-delayed-kalshi-predictions.html
2026-06-28,2026-06-26 22:00,Anthropic,規制,AnthropicのMythos 5、米政府の輸出規制で限定解禁——Fable 5はブロック継続,CNBC,米商務省がAnthropicのMythos 5を信頼されたパートナー限定で解禁,"米商務長官Howard Lutnickは6月12日の書簡でAnthropicCEO Dario Amodeiに対しMythos 5・Fable 5の国外輸出や外国籍従業員への提供に政府許可が必要と警告し、同社は両モデルを全面停止していた。6月26日、LutnickはチーフコンピュートオフィサーTom Brown宛て書簡でMythos 5を100社超の「信頼されたパートナー」に限定解禁すると通知。Fable 5の制限は維持されたままで、承認リストは政府が「いつでも」変更可能とされた。日本企業がMythos 5を利用する場合、米政府の承認リストに含まれるかどうかが事業計画の前提条件になる。",https://www.cnbc.com/2026/06/26/us-government-anthropic-claude-mythos5-ai.html
2026-06-28,2026-06-26 23:00,OpenAI,リリース,OpenAI、GPT-5.6「Sol/Terra/Luna」を米政府要請で限定プレビュー公開,OpenAI,OpenAIがGPT-5.6 Sol/Terra/Lunaを信頼されたパートナー限定で発表,"OpenAIは旗艦モデルSol（入力$5/出力$30・1Mトークン）、コスト重視のTerra（$2.50/$15）、最速最安のLuna（$1/$6）からなるGPT-5.6シリーズをAPIとCodex経由で発表した。米サイバーセキュリティに関する大統領令の枠組みに基づき、提供先は政府と情報を共有した約20社の「信頼されたパートナー」に限定。OpenAIは長期的なデフォルトにすべきでないと立場を示しつつ、数週間内の一般提供を目指すとした。日本企業はGPT-5.6 Solの早期アクセスから当面除外される可能性があり、競合より導入が遅れるリスクがある。",https://openai.com/index/previewing-gpt-5-6-sol/
2026-06-28,2026-06-26 23:30,その他(Zhipu AI),その他,中国Zhipu「GLM 5.2」、輸出規制下のAnthropic・OpenAIに迫る性能で台頭,CNBC,中国Zhipu AIのGLM 5.2がAnthropic・OpenAIに性能で接近,"中国Zhipu AIのオープンソースモデル「GLM 5.2」が、AnthropicのOpus 4.8とエージェント系ベンチマークで1ポイント差まで接近し、コストは約5分の1に抑えられていると報じられた。米政府がAnthropicのFableやOpenAIのGPT-5.6の提供を制限したことで、無料で改変・自社サーバー運用が可能なオープンソースが「政府に取り上げられないモデル」として企業の選択肢になりつつある。Harvey共同創業者Gabe Pereyra氏は「初めて競合に並ぶオープンソースモデルだ」と評した。米国製クローズドモデルの供給不安が続けば、日本企業も中国製オープンソースモデルの採用を検討する動きが広がる可能性がある。",https://www.cnbc.com/2026/06/26/china-zhipu-z-ai-open-source-anthropic-openai.html
2026-06-28,2026-06-26 22:30,OpenAI / Anthropic,その他,OpenAI・Anthropic、企業の「トークンマックス」依存からコスト効率重視へ転換,CNBC,企業がAI支出を「トークンマックス」から効率重視へ転換,"AI利用を結果度外視で増やす「トークンマックス」時代の終焉を示す動きとして、Uberは今月、AIツールに月額1500ドルからの段階的な支出上限を導入したと報じられた。同社CTO Praveen Neppalli Naga氏は4月に年間AI予算を4カ月で使い切ったと明かしている。スタートアップLindyのCEOはAnthropicのClaudeから中国DeepSeekへ全トラフィックを切り替え、コストが急減したと証言。OpenAIとAnthropicは6月初めに非公開でIPO申請を行っており、支出見直しの波が両社の成長率に影響しうるとアナリストは指摘する。日本企業もAI利用コストの管理体制強化と、複数モデル併用によるコスト最適化の検討が急務になる。",https://www.cnbc.com/2026/06/26/openai-anthropic-new-ai-spending-reality-as-users-shift-to-efficiency.html
2026-06-28,2026-06-26 10:00,OpenAI,リリース,OpenAI、ChatGPTからGPT-4.5を完全終了——GPT-4系最後のモデルが退役,OpenAI Help Center,OpenAIがChatGPTからGPT-4.5を終了,"OpenAIは5月28日に予告していたGPT-4.5のChatGPT終了を6月26日に実施し、カスタムGPTを含め同モデルはChatGPT上で利用不可となった。既存の会話はGPT-5.5へ自動移行し、カスタムGPT運用者は対応モデルへの更新が必須となる。なおAPI経由でのGPT-4.5提供は変更なく継続される。今回の終了はGPT-4系として最後に残っていたモデルの退役にあたり、OpenAIはより新しい高性能モデルへのリソース集中を進めている。GPT-4.5をカスタムGPTやAPI連携に組み込んでいる日本企業は、移行作業と動作検証を早急に行う必要がある。",https://help.openai.com/en/articles/6825453-chatgpt-release-notes
2026-06-29,2026-06-28 12:00,Google・DeepMind,競合,Google DeepMindから幹部級研究者が相次ぎ流出——Anthropic・OpenAI・Metaが争奪戦,Tech Times,DeepMindの幹部級研究者6人が2月以降にAnthropic・OpenAI・Metaへ移籍,ノーベル化学賞受賞者のJohn Jumper氏、コーディング部門リードのJonas Adler氏、事前学習担当のAlexander Pritzel氏がAnthropicへ、Transformer論文共著者のNoam Shazeer氏がOpenAIへ、Google Brain推論チーム創設者のDenny Zhou氏がMeta Superintelligence Labへと、2月以降6人の幹部級研究者がGoogle DeepMindを離れた。GoogleはAnthropic・OpenAIに対抗するため4月に「AI Coding Strike Team」を発足させていたが、その当事者が引き抜かれる形となった。Alphabetの2026年AI投資は約1900億ドル規模に達する見込みで、人材流出が続けば投資効果への懸念が強まる。日本企業がGeminiの長期的な技術優位性を前提に開発計画を立てる場合、人材流出による開発ロードマップの不確実性をリスクとして織り込む必要がある。,https://www.techtimes.com/articles/319219/20260628/google-deepminds-coding-pivot-lost-six-researchers-meta-openai-anthropic.htm
2026-06-29,2026-06-26 08:00,OpenAI,資金調達,OpenAI、IPO上場を2027年へ延期検討——SpaceX株の急変動が影響,Bloomberg,OpenAIがIPOを2026年内から2027年へ延期する方向に傾いていると報道,New York Timesの報道によると、OpenAIは2026年内に見込まれていたIPOを2027年まで遅らせる方向に傾いている。CFOのSarah Friar氏は関係者に2027年上場を視野に入れていると伝え、CEOのSam Altman氏は目標とする最大1兆ドルの企業価値の引き下げを「ノンスターター」と語った。主幹事銀行はSpaceX株の上場後の急激な変動がハイテク株全体の個人投資家の意欲を冷やす恐れがあると助言し、報道を受けハイテク株は売られた。Kalshiの予測市場では2027年3月までの正式発表確率が59%とされている。OpenAIのIPO先送りは資金調達ペースに影響し、日本企業との大型契約交渉や投資判断のタイミングにも波及する可能性がある。,https://www.bloomberg.com/news/articles/2026-06-25/openai-leans-toward-waiting-until-2027-for-ipo-ny-times-says
2026-06-29,2026-06-27 09:00,その他(米議会・Alibaba),規制,米上院議員、Alibabaの「蒸留」疑惑受け中国AI企業制裁の国防授権法修正案を準備,Eastern Herald,Hagerty・Kim両上院議員がAlibabaの蒸留疑惑を受け中国AI企業制裁の修正案を準備,Anthropicが6月10日に上院銀行委員会のTim Scott委員長とElizabeth Warren筆頭理事に送った書簡で、Alibaba傘下Qwenラボが4月22日から6月5日にかけ約2万5000の不正アカウントを使い2880万回の自動応答をClaudeから抽出する「蒸留」攻撃を行ったと告発した。これを受け、共和党のBill Hagerty議員と民主党のAndy Kim議員が、AIモデルの不正抽出を行った中国企業を制裁・ブラックリスト化する条項を国防授権法（NDAA）修正案として提出する準備を進めている。AnthropicはAIモデルの出力を「国家的資産」として法的保護の対象にするよう議会に要請しているが、Alibabaは疑惑を否定しており、抽出件数も第三者による検証はされていない。米中AI規制が強化されれば、日本企業が中国製オープンソースモデル（Qwen等）を採用する際のコンプライアンスリスクが一段と高まる。,https://easternherald.com/2026/06/27/anthropic-alibaba-claude-distillation-senate-sanctions/
2026-06-29,2026-06-28 15:00,xAI・SpaceX,リリース,xAI「Grok 4.5」、Tesla・SpaceXでプライベートベータ開始——1.5兆パラメータ,Social News XYZ,xAIのGrok 4.5がTesla・SpaceXでプライベートベータとして稼働開始,Elon Musk氏はX上で、1.5兆パラメータの基盤モデル「V9」（5月26日に学習完了）をベースにした「Grok 4.5」が、Tesla・SpaceX社内でプライベートベータとして稼働を始めたと発表した。前モデルGrok 4.4（1兆パラメータ、5月末リリース）から50%規模が拡大し、AIコーディング環境Cursorのデータを補助学習に追加したことでコード関連の推論能力を強化したという。Musk氏は初期評価でAnthropicのOpus並み、あるいはそれを上回る性能が出ていると述べ、SpaceXは今後毎月ゼロから学習させた新モデルをリリースする計画とされる。xAIのモデルがTesla・SpaceXの製造・開発現場で実戦投入されれば、日本の自動車・航空宇宙関連企業にとって競合のAI活用速度の指標として注視すべき動きとなる。,https://www.socialnews.xyz/2026/06/28/grok-4-5-enters-private-testing-at-spacex-tesla-elon-musk/
2026-06-29,2026-06-24 23:00,OpenAI,リリース,OpenAI・Broadcom、自社設計AI推論チップ「Jalapeño」を発表,OpenAI,OpenAIとBroadcomが自社設計の推論専用チップJalapeñoのエンジニアリングサンプルを発表,OpenAIはBroadcomと共同開発した推論専用ASIC「Jalapeño」のエンジニアリングサンプルを、BroadcomのCEO Hock Tan氏と社長Charlie Kawwas氏からOpenAIのSam Altman氏・Greg Brockman氏に手渡す形で発表した。設計から量産用テープアウトまで9カ月という、高性能半導体では過去最速とされる開発期間を実現し、OpenAIのモデル自体を設計最適化に活用したという。サンプルチップは目標周波数・電力でGPT-5.3-Codex-Sparkなどの実ワークロードを稼働させており、2026年末までに小規模な初期展開、2027年に量産、2028年前半にフルスケール展開を目指す。NVIDIA依存から脱却する「フルスタック化」の動きが進めば、日本のAI半導体・データセンター関連企業にもサプライチェーン構造の変化が及ぶ可能性がある。,https://openai.com/index/openai-broadcom-jalapeno-inference-chip/
2026-06-30,2026-06-28 22:00,Google・DeepMind,競合,Google、Metaへの「Gemini」提供を計算資源不足で制限,Bloomberg,GoogleがMetaへのGemini提供を計算資源不足を理由に制限していることが判明,GoogleはMetaに対し、Geminiモデルの提供量がキャパシティ不足のため要求通りに供給できないと3月頃に通告していたことが、Financial Times経由でBloombergにより報じられた。Metaは顧客対応、広告主向けチャットボット、コーディング、詐欺検知などにGeminiを利用しており、制限の影響で一部の社内AIプロジェクトが遅延し、従業員にはトークン利用の効率化が求められている。Google自身もGemini Enterprise向けの追加コンピュート確保のため、SpaceXのデータセンターを月額9億2000万ドルで利用する契約を結んでいる。大手クラウド事業者間でもAI計算資源が不足する状況は、日本企業がクラウドAI契約を結ぶ際の供給安定性リスクを再認識させる。,https://www.bloomberg.com/news/articles/2026-06-28/google-caps-meta-s-use-of-gemini-ai-financial-times-reports
2026-06-30,2026-06-28 23:00,Anthropic,規制,オーストリア、米輸出規制を受けAnthropicのEU誘致をEUに要請,Bloomberg,オーストリア政府がAnthropicのEU域内拠点設立をEUに提言,オーストリアのデジタル化担当国務長官Alexander Pröll氏は、欧州委員会のHenna Virkkunen執行副委員長宛ての書簡で、加盟国がAnthropicのEU域内における「戦略的な拠点設立・参画」を検討すべきだと提言した。これは、米商務省が今月Anthropicに対し外国籍ユーザーの最先端モデル（Mythos 5・Fable 5）へのアクセスを遮断するよう命じたことへの対抗策で、欧州がAI主権を確保する狙いがある。AnthropicのEU拠点設立が進めば、日本企業が欧州データレジデンシー要件下でClaudeを利用する選択肢が広がる可能性がある。,https://www.bloomberg.com/news/articles/2026-06-28/austria-lobbies-eu-to-host-anthropic-after-us-access-curbs
2026-06-30,2026-06-27 22:00,Anthropic,規制,米商務省、Anthropicの最上位モデル「Mythos 5」の輸出制限を一部解除,Axios,米商務省がAnthropicのMythos 5モデルへのアクセス制限を一部解除,商務長官Howard Lutnick氏は6月26日付の書簡で、Anthropicの最上位モデル「Claude Mythos 5」について「信頼できる一部パートナー」へのアクセスを認める安全策が整ったと判断したと表明した。対象は政府機関と民間企業を合わせて約100の組織で、6月12日に国家安全保障上の懸念から発令された輸出制限の部分解除となる。共同創業者Tom Brown氏らAnthropic幹部がLutnick氏らと協議を重ねた結果とされるが、下位モデル「Fable 5」への制限は変更されていない。米政府によるAIモデルへのアクセス制限が一部企業にしか及ばない状況は、日本企業がClaude最上位モデルを利用する際の対象範囲を継続的に確認する必要性を示している。,https://www.axios.com/2026/06/27/commerce-anthropic-mythos-restrictions-lift
2026-06-30,2026-06-29 22:00,その他(EU理事会),規制,EU理事会、AI法「オムニバス」改正案を最終承認,European Council,EU理事会がAI法オムニバス改正案を最終承認、適用期限を一部延長,EU理事会は5月7日に暫定政治合意していたAI法「オムニバス」改正案を6月29日に最終承認した。改正により、AI規制サンドボックス設置の義務期限が2027年12月2日まで延長され、AI生成コンテンツの透明性表示に関する事業者の準備期間は6カ月から3カ月へ短縮され新期限は2026年12月2日となる。生体認証・重要インフラ・教育・雇用・移民・国境管理などの高リスク分野向け規則の適用も2027年12月2日からに統一され、透明性規則自体は2026年8月から発効する。高リスクAI規則の適用開始が2027年末に統一されたことで、日本企業はEU市場向けAI製品のコンプライアンス対応スケジュールを再調整できる。,https://www.consilium.europa.eu/en/policies/artificial-intelligence-act/timeline-artificial-intelligence/
2026-06-30,2026-06-30 02:00,Microsoft,提携,Claude、Microsoft FoundryでAzureネイティブの一般提供を開始,Anthropic,ClaudeがMicrosoft Foundry上でAzureネイティブの一般提供を開始,AnthropicとMicrosoftは、2025年11月のMicrosoft IgniteでプレビューしていたMicrosoft Foundry上のClaudeを、Azure上で一般提供（GA）として正式公開した。Claude Opus 4.8とClaude Haiku 4.5がMessages API経由で利用可能になり、既存のAzureアイデンティティ・課金・ガバナンス基盤に統合され、米国データゾーン対応もオプションで選択できる。これはMicrosoftがAnthropicに50億ドルを投資し、Anthropicが300億ドル規模のAzure利用を約束した提携の一環として位置づけられる。既存のAzure契約・ガバナンス体制を持つ日本企業は、追加の契約交渉なしにClaudeを既存のID管理・課金体系で導入しやすくなる。,https://www.anthropic.com/news/claude-in-microsoft-foundry
2026-07-02,2026-07-01 23:00,Meta,競合,Meta、「Meta Compute」始動——SpaceXに続き余剰AI計算資源を外部販売,TechCrunch,MetaがSpaceXに続き余剰AI計算資源を外部販売する新事業「Meta Compute」を立ち上げ,MetaはBloombergとTechCrunchの報道によると、自社の余剰AI計算資源を外部企業に販売する新事業「Meta Compute」を立ち上げている。インフラ責任者のSantosh Janardhan氏、Meta Superintelligence Labsを率いるDaniel Gross氏、社長のDina Powell McCormick氏が主導し、独自モデル「Muse Spark」のホスト提供とGPUサイクル単体の販売という2本柱で、CoreWeaveやNebius、大手クラウド事業者と価格・可用性で直接競合する計画だ。2026年に1150億〜1350億ドル規模の設備投資を計画するMetaにとって、遊休化しうる計算資源を収益化する狙いがあるとみられる。報道を受けMeta株は10%超上昇する一方、CoreWeaveとNebiusの株価は急落した。大手テック自らがクラウド計算資源の供給者に転じる動きは、日本企業のAI基盤サプライヤー選定における価格交渉力や選択肢に影響を与える可能性がある。,https://techcrunch.com/2026/07/01/meta-like-spacex-looks-to-turn-excess-ai-compute-into-cash/
2026-07-02,2026-07-01 08:00,Anthropic,規制,Anthropic、Claude Fable 5をグローバル再開——輸出規制解除、新セキュリティ分類器を追加,The Record from Recorded Future News,米商務省がAnthropicのFable 5・Mythos 5への輸出規制を全面解除、Fable 5が世界で再開,米商務省は6月30日、Anthropicの最上位モデル「Claude Mythos 5」および「Fable 5」に対する輸出規制を全面的に解除し、Anthropicは7月1日付でFable 5を世界中のClaude Platform、Claude.ai、Claude Code、Claude Coworkで再開した。今回の規制は6月12日、Amazonの脅威インテリジェンス部門がFable 5への「ジェイルブレイク」手法を発見し、ソフトウェアの脆弱性特定とその悪用コード生成が可能になったと報告したことを受け、トランプ政権が緊急発動していたものだった。Anthropicは同手法を99%超の確率で検知・遮断する新しい安全性分類器を導入し、該当リクエストは旧モデルのClaude Opus 4.8へ自動的に振り分ける仕組みとした。AmazonやMicrosoft、Googleなど「Glasswing」パートナーとともに、ジェイルブレイクの深刻度を4基準で評価する業界共通の枠組み策定も進めている。Claude最上位モデルの提供可否が政府の安全性判断に左右される状況が続いており、日本企業はサービス継続性リスクを踏まえた代替手段の確保が引き続き必要となる。,https://therecord.media/us-lifts-export-controls-anthropic-cyber-models
